%time,Real Time UTC,field.latitude,field.longitude
1.53531069390666E+018,26/08/2018 13:22:34,50.8192863464,-1.3113816977
1.53531069397613E+018,26/08/2018 13:22:34,50.8192863464,-1.3113816977
1.53531069405155E+018,26/08/2018 13:22:34,50.8192863464,-1.3113816977
1.53531069411917E+018,26/08/2018 13:22:34,50.8192863464,-1.3113816977
1.53531069418873E+018,26/08/2018 13:22:34,50.8192863464,-1.3113816977
1.53531069425956E+018,26/08/2018 13:22:34,50.8192863464,-1.3113816977
1.53531069432898E+018,26/08/2018 13:22:34,50.8192863464,-1.3113816977
1.53531069439892E+018,26/08/2018 13:22:34,50.8192863464,-1.3113816977
1.53531069447209E+018,26/08/2018 13:22:34,50.8192863464,-1.3113816977
1.53531069454066E+018,26/08/2018 13:22:35,50.8192863464,-1.3113816977
1.5353106946125E+018,26/08/2018 13:22:35,50.8192863464,-1.3113816977
1.53531069468031E+018,26/08/2018 13:22:35,50.8192863464,-1.3113816977
1.53531069475123E+018,26/08/2018 13:22:35,50.8192863464,-1.3113816977
1.53531069482012E+018,26/08/2018 13:22:35,50.8192863464,-1.3113816977
1.53531069489327E+018,26/08/2018 13:22:35,50.8192863464,-1.3113783598
1.53531069496419E+018,26/08/2018 13:22:35,50.8192863464,-1.3113783598
1.53531069503251E+018,26/08/2018 13:22:35,50.8192863464,-1.3113783598
1.53531069510711E+018,26/08/2018 13:22:35,50.8192863464,-1.3113783598
1.53531069517665E+018,26/08/2018 13:22:35,50.8192863464,-1.3113783598
1.53531069525076E+018,26/08/2018 13:22:35,50.8192863464,-1.3113783598
1.5353106953197E+018,26/08/2018 13:22:35,50.8192863464,-1.3113783598
1.5353106953903E+018,26/08/2018 13:22:35,50.8192863464,-1.3113783598
1.53531069545903E+018,26/08/2018 13:22:35,50.8192863464,-1.3113783598
1.53531069552791E+018,26/08/2018 13:22:36,50.8192863464,-1.3113783598
1.53531069559939E+018,26/08/2018 13:22:36,50.8192863464,-1.3113783598
1.53531069566831E+018,26/08/2018 13:22:36,50.8192863464,-1.3113783598
1.53531069574202E+018,26/08/2018 13:22:36,50.8192863464,-1.3113783598
1.53531069581173E+018,26/08/2018 13:22:36,50.8192863464,-1.3113783598
1.53531069588574E+018,26/08/2018 13:22:36,50.8192939758,-1.3113750219
1.53531069595555E+018,26/08/2018 13:22:36,50.8192939758,-1.3113750219
1.53531069602456E+018,26/08/2018 13:22:36,50.8192939758,-1.3113750219
1.53531069609464E+018,26/08/2018 13:22:36,50.8192939758,-1.3113750219
